,path,label
46,./images/112819.png,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
47,./images/22753.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
48,./images/1251368.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
49,./images/49944.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
50,./images/1887748.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
51,./images/405496.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
52,./images/99450.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
53,./images/62266.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
54,./images/255653.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
55,./images/1219342.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
56,./images/84805.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
57,./images/380277.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
58,./images/198913.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
59,./images/84690.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
60,./images/105415.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
61,./images/2109059.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
62,./images/110455.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
63,./images/227277.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
64,./images/1097268.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
65,./images/4654844.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
66,./images/97428.png,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
67,./images/285879.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
68,./images/65206.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
69,./images/265104.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
70,./images/116192.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
71,./images/85951.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
72,./images/208874.png,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
73,./images/120108.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
74,./images/117038.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
75,./images/96028.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
76,./images/88083.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
77,./images/116833.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
78,./images/342213.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
79,./images/276580.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
80,./images/107079.png,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
81,./images/243604.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
82,./images/278622.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
83,./images/4141368.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
84,./images/51380.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
85,./images/2247732.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
86,./images/2537176.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
87,./images/97142.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
88,./images/145503.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
89,./images/91847.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
90,./images/97892.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
91,./images/2831414.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
92,./images/2023438.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
93,./images/82245.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
94,./images/104504.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
95,./images/114660.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
96,./images/56860.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
97,./images/366996.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
98,./images/317303.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
99,./images/111048.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
100,./images/217331.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
101,./images/66058.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
102,./images/1322315.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
103,./images/99088.png,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
104,./images/190641.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
105,./images/2327631.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
106,./images/218817.png,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
107,./images/426138.png,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
108,./images/1186201.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
109,./images/1842793.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
110,./images/104046.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
111,./images/4425138.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
112,./images/1350498.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
113,./images/70283.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
114,./images/1179891.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
115,./images/91939.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
116,./images/1311717.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
117,./images/3185772.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
118,./images/110759.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
119,./images/1183733.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
120,./images/790686.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
121,./images/1753722.png,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
122,./images/155388.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
123,./images/67458.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
124,./images/1646987.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
125,./images/197544.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
126,./images/86879.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
127,./images/1719498.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
128,./images/2402602.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
129,./images/57230.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
130,./images/91164.png,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
131,./images/325713.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
132,./images/269329.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
133,./images/117400.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
134,./images/477349.png,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
135,./images/77289.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
136,./images/2401147.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
137,./images/93822.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
138,./images/57093.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
139,./images/2405792.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
140,./images/109206.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
141,./images/60901.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
142,./images/57986.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
143,./images/228333.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
144,./images/181786.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
145,./images/120901.png,"[0.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
146,./images/96463.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
147,./images/97162.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
148,./images/116282.png,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
149,./images/280460.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
150,./images/267248.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
151,./images/67592.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
152,./images/117994.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
153,./images/108395.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
154,./images/1698010.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
155,./images/80408.png,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
156,./images/281376.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
157,./images/3297792.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
158,./images/1468381.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
159,./images/4292554.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
160,./images/870210.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
161,./images/2308725.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
162,./images/117907.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
163,./images/42546.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
164,./images/119152.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
165,./images/1705969.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
166,./images/117958.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
167,./images/419477.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
168,./images/68727.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
169,./images/112722.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
170,./images/32467.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
171,./images/93818.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
172,./images/116583.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
173,./images/120241.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
174,./images/83710.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
175,./images/3302820.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
176,./images/275408.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
177,./images/111112.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
178,./images/116704.png,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
179,./images/84814.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
180,./images/1166827.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
181,./images/1567736.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
182,./images/63369.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
183,./images/902270.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
184,./images/113122.png,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
185,./images/139465.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
186,./images/49013.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
187,./images/27552.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
188,./images/848243.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
189,./images/3263430.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
190,./images/102059.png,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
191,./images/1161951.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
192,./images/47892.png,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
193,./images/88380.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
194,./images/1979385.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
195,./images/44953.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
196,./images/113125.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
197,./images/159273.png,"[1.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
198,./images/1319726.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
199,./images/433400.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
200,./images/2450258.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201,./images/115760.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
202,./images/391225.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
203,./images/131356.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
204,./images/258068.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
205,./images/164085.png,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
206,./images/69920.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
207,./images/120338.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
208,./images/140397.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
209,./images/103036.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
210,./images/72856.png,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
211,./images/1525580.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
212,./images/279111.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
213,./images/772251.png,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
214,./images/403703.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
215,./images/158371.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
216,./images/1905040.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
217,./images/3591988.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
218,./images/73600.png,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]"
219,./images/118698.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
220,./images/1806911.png,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0]"
221,./images/1649433.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
222,./images/78907.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
223,./images/101625.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
224,./images/1671630.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
225,./images/123755.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
226,./images/100530.png,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
227,./images/77714.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
228,./images/5480528.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
229,./images/82406.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
230,./images/82559.png,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0]"
231,./images/816462.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
232,./images/4163224.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
233,./images/109916.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
234,./images/250202.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
235,./images/138946.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
236,./images/2358911.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
237,./images/100990.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
238,./images/106302.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
239,./images/2322517.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
240,./images/102202.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
241,./images/82094.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
242,./images/854678.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
243,./images/896927.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
244,./images/138749.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
245,./images/220827.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
246,./images/98987.png,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
247,./images/2306745.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
248,./images/70820.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
249,./images/94008.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
250,./images/1288553.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
251,./images/168786.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
252,./images/14624.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
253,./images/249555.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
254,./images/337636.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
255,./images/115685.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
256,./images/49452.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
257,./images/80853.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
258,./images/67713.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
259,./images/284490.png,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
260,./images/3655414.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
261,./images/125778.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
262,./images/58715.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
263,./images/95675.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
264,./images/56648.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
265,./images/1910615.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
266,./images/109381.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
267,./images/102014.png,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
268,./images/1567233.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
269,./images/75082.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
270,./images/157208.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
271,./images/86374.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
272,./images/1727790.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
273,./images/46534.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
274,./images/79336.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
275,./images/101356.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
276,./images/1543883.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
277,./images/327201.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
278,./images/96203.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
279,./images/63319.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
280,./images/110769.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
281,./images/141716.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
282,./images/180093.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
283,./images/119937.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
284,./images/78767.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
285,./images/68245.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
286,./images/199727.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
287,./images/1236194.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
288,./images/290332.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
289,./images/1148277.png,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]"
290,./images/2215151.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
291,./images/346578.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
292,./images/1134854.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
293,./images/1581845.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
294,./images/1510907.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
295,./images/1654523.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
296,./images/4174320.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
297,./images/161849.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
298,./images/84602.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
299,./images/37515.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
300,./images/41796.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
301,./images/101701.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
302,./images/115857.png,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
303,./images/1325619.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
304,./images/79894.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
305,./images/221027.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
306,./images/97659.png,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
307,./images/95382.png,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
308,./images/1189042.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
309,./images/115907.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
310,./images/98068.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
311,./images/142192.png,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
312,./images/1996196.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
313,./images/4935334.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
314,./images/1288558.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
315,./images/132477.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
316,./images/117028.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
317,./images/118230.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
318,./images/1644577.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
319,./images/58529.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
320,./images/1196112.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
321,./images/181315.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
322,./images/117775.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
